848	chr1	34511835	34512047	CpG: 23	212	23	153	21.7	72.2	0.83
849	chr1	34618685	34618921	CpG: 32	236	32	181	27.1	76.7	0.93
849	chr1	34717151	34717500	CpG: 37	349	37	239	21.2	68.5	0.93
850	chr1	34789339	34790166	CpG: 107	827	107	628	25.9	75.9	0.9
850	chr1	34840782	34841140	CpG: 40	358	40	258	22.3	72.1	0.86
851	chr1	34881615	34882246	CpG: 79	631	79	398	25	63.1	1.29
851	chr1	34888976	34889259	CpG: 33	283	33	203	23.3	71.7	0.92
851	chr1	34969115	34969720	CpG: 47	605	47	374	15.5	61.8	0.82
860	chr1	36107175	36108297	CpG: 146	1122	146	795	26	70.9	1.04
860	chr1	36142618	36143267	CpG: 46	649	46	397	14.2	61.2	0.76
861	chr1	36282972	36283493	CpG: 53	521	53	349	20.3	67	0.92
862	chr1	36308312	36308778	CpG: 48	466	48	313	20.6	67.2	0.92
862	chr1	36346697	36347294	CpG: 61	597	61	400	20.4	67	0.91
862	chr1	36407765	36408411	CpG: 75	646	75	397	23.2	61.5	1.25
863	chr1	36483956	36484389	CpG: 44	433	44	304	20.3	70.2	0.85
863	chr1	36510347	36511236	CpG: 104	889	104	634	23.4	71.3	0.94
863	chr1	36550844	36552087	CpG: 166	1243	166	942	26.7	75.8	0.94
864	chr1	36585991	36586371	CpG: 38	380	38	255	20	67.1	0.91
864	chr1	36595888	36597501	CpG: 132	1613	132	1052	16.4	65.2	0.77
865	chr1	36722165	36722519	CpG: 32	354	32	222	18.1	62.7	0.92
865	chr1	36730403	36730950	CpG: 58	547	58	364	21.2	66.5	0.96
865	chr1	36748702	36749229	CpG: 50	527	50	363	19	68.9	0.8
865	chr1	36809889	36810274	CpG: 44	385	44	260	22.9	67.5	1.01
865	chr1	36818165	36818401	CpG: 18	236	18	136	15.3	57.6	0.92
867	chr1	36977922	36979203	CpG: 143	1281	143	836	22.3	65.3	1.05
867	chr1	37068328	37068567	CpG: 17	239	17	158	14.2	66.1	0.65
869	chr1	37338940	37339588	CpG: 69	648	69	436	21.3	67.3	0.97
870	chr1	37468999	37469556	CpG: 63	557	63	382	22.6	68.6	0.97
871	chr1	37579396	37580365	CpG: 105	969	105	660	21.7	68.1	0.96
873	chr1	37758394	37759209	CpG: 94	815	94	560	23.1	68.7	0.98
874	chr1	37903693	37904405	CpG: 82	712	82	472	23	66.3	1.08
874	chr1	37914412	37914905	CpG: 32	493	32	261	13	52.9	0.93
874	chr1	37929443	37929863	CpG: 38	420	38	237	18.1	56.4	1.14
875	chr1	38036027	38036540	CpG: 41	513	41	311	16	60.6	0.87
875	chr1	38036904	38037756	CpG: 91	852	91	545	21.4	64	1.06
876	chr1	38168129	38169289	CpG: 188	1160	188	887	32.4	76.5	1.11
876	chr1	38249146	38249426	CpG: 26	280	26	202	18.6	72.1	0.72
109	chr1	38665874	38667165	CpG: 153	1291	153	908	23.7	70.3	0.98
881	chr1	38874882	38875857	CpG: 125	975	125	670	25.6	68.7	1.09
882	chr1	38937039	38937283	CpG: 34	244	34	185	27.9	75.8	0.97
884	chr1	39232499	39233516	CpG: 107	1017	107	645	21	63.4	1.05
885	chr1	39406515	39407698	CpG: 100	1183	100	705	16.9	59.6	0.95
886	chr1	39517204	39518078	CpG: 90	874	90	593	20.6	67.8	0.91
886	chr1	39574668	39575446	CpG: 105	778	105	574	27	73.8	0.99
887	chr1	39615606	39616608	CpG: 98	1002	98	621	19.6	62	1.02
887	chr1	39689609	39690369	CpG: 71	760	71	518	18.7	68.2	0.8
888	chr1	39759978	39760182	CpG: 23	204	23	148	22.5	72.5	0.86
889	chr1	39939632	39940619	CpG: 130	987	130	661	26.3	67	1.18
892	chr1	40305716	40306036	CpG: 30	320	30	227	18.8	70.9	0.75
892	chr1	40364969	40365179	CpG: 17	210	17	138	16.2	65.7	0.76
895	chr1	40720166	40721244	CpG: 104	1078	104	697	19.3	64.7	0.92
896	chr1	40829678	40829971	CpG: 28	293	28	198	19.1	67.6	0.84
909	chr1	42530844	42531098	CpG: 26	254	26	166	20.5	65.4	0.97
910	chr1	42723751	42724171	CpG: 32	420	32	284	15.2	67.6	0.7
910	chr1	42725765	42726088	CpG: 31	323	31	209	19.2	64.7	0.93
911	chr1	42733234	42733644	CpG: 28	410	28	218	13.7	53.2	0.97
911	chr1	42733893	42734421	CpG: 44	528	44	288	16.7	54.5	1.12
911	chr1	42735734	42736071	CpG: 31	337	31	220	18.4	65.3	0.87
911	chr1	42736354	42737817	CpG: 122	1463	122	793	16.7	54.2	1.14
912	chr1	42890299	42890842	CpG: 36	543	36	353	13.3	65	0.63
913	chr1	42991952	42992703	CpG: 76	751	76	560	20.2	74.6	0.73
914	chr1	43131407	43131976	CpG: 89	569	89	442	31.3	77.7	1.04
914	chr1	43137640	43138114	CpG: 46	474	46	328	19.4	69.2	0.81
914	chr1	43202888	43203240	CpG: 42	352	42	256	23.9	72.7	0.91
916	chr1	43484630	43485728	CpG: 128	1098	128	810	23.3	73.8	0.86
917	chr1	43593024	43593345	CpG: 22	321	22	192	13.7	59.8	0.77
919	chr1	43866474	43867295	CpG: 95	821	95	573	23.1	69.8	0.96
920	chr1	43972812	43973436	CpG: 65	624	65	410	20.8	65.7	0.98
921	chr1	44141095	44141829	CpG: 89	734	89	452	24.3	61.6	1.3
922	chr1	44186770	44187373	CpG: 58	603	58	386	19.2	64	0.95
925	chr1	44590738	44591651	CpG: 63	913	63	596	13.8	65.3	0.65
934	chr1	45834535	45834917	CpG: 47	382	47	271	24.6	70.9	1
939	chr1	46464620	46464866	CpG: 17	246	17	136	13.8	55.3	0.91
942	chr1	46891856	46893213	CpG: 163	1357	163	935	24	68.9	1.02
973	chr1	50966206	50967129	CpG: 64	923	64	577	13.9	62.5	0.73
978	chr1	51517318	51517780	CpG: 48	462	48	312	20.8	67.5	0.97
981	chr1	51954342	51955353	CpG: 110	1011	110	720	21.8	71.2	0.86
982	chr1	52152867	52153154	CpG: 31	287	31	199	21.6	69.3	0.9
982	chr1	52158452	52158896	CpG: 39	444	39	297	17.6	66.9	0.79
983	chr1	52271366	52272662	CpG: 123	1296	123	791	19	61	1.03
985	chr1	52539190	52539986	CpG: 97	796	97	478	24.4	60.1	1.35
986	chr1	52669700	52670101	CpG: 44	401	44	291	21.9	72.6	0.83
987	chr1	52765876	52766688	CpG: 94	812	94	582	23.2	71.7	0.9
988	chr1	52856365	52857021	CpG: 56	656	56	424	17.1	64.6	0.82
989	chr1	52991785	52992116	CpG: 28	331	28	207	16.9	62.5	0.87
991	chr1	53335947	53336538	CpG: 63	591	63	408	21.3	69	0.89
992	chr1	53391623	53391936	CpG: 38	313	38	228	24.3	72.8	0.92
995	chr1	53745682	53746038	CpG: 29	356	29	216	16.3	60.7	0.89
995	chr1	53823928	53824423	CpG: 66	495	66	351	26.7	70.9	1.08
998	chr1	54233501	54234401	CpG: 119	900	119	622	26.4	69.1	1.11
999	chr1	54289728	54289959	CpG: 19	231	19	150	16.5	64.9	0.78
1000	chr1	54477916	54478218	CpG: 28	302	28	190	18.5	62.9	0.94
1001	chr1	54596486	54596964	CpG: 42	478	42	310	17.6	64.9	0.84
1004	chr1	54964884	54965776	CpG: 105	892	105	621	23.5	69.6	0.99
1004	chr1	54996389	54996656	CpG: 17	267	17	151	12.7	56.6	0.8
1005	chr1	55066032	55066764	CpG: 87	732	87	490	23.8	66.9	1.06
1005	chr1	55091666	55092456	CpG: 90	790	90	542	22.8	68.6	0.98
1005	chr1	55126569	55127799	CpG: 130	1230	130	806	21.1	65.5	0.99
1005	chr1	55170216	55170932	CpG: 57	716	57	399	15.9	55.7	1.03
1006	chr1	55276144	55276975	CpG: 93	831	93	552	22.4	66.4	1.02
1007	chr1	55401640	55402816	CpG: 137	1176	137	806	23.3	68.5	0.99
1008	chr1	55444741	55445807	CpG: 88	1066	88	624	16.5	58.5	0.97
1019	chr1	57008778	57009032	CpG: 28	254	28	178	22	70.1	0.91
1019	chr1	57010017	57010278	CpG: 24	261	24	167	18.4	64	0.91
1019	chr1	57010668	57012660	CpG: 176	1992	176	1237	17.7	62.1	0.92
127	chr1	57016263	57016551	CpG: 25	288	25	183	17.4	63.5	0.86
1023	chr1	57416633	57417178	CpG: 66	545	66	375	24.2	68.8	1.04
1023	chr1	57445296	57446226	CpG: 74	930	74	595	15.9	64	0.78
1026	chr1	57813857	57814791	CpG: 122	934	122	692	26.1	74.1	0.96
1027	chr1	58008892	58009404	CpG: 56	512	56	353	21.9	68.9	0.93
1027	chr1	58035022	58035412	CpG: 46	390	46	266	23.6	68.2	1.02
1030	chr1	58431907	58433056	CpG: 133	1149	133	807	23.2	70.2	0.96
1031	chr1	58462502	58463289	CpG: 80	787	80	488	20.3	62	1.06
1031	chr1	58484240	58484704	CpG: 31	464	31	285	13.4	61.4	0.72
1031	chr1	58543702	58544321	CpG: 65	619	65	430	21	69.5	0.87
1032	chr1	58625078	58625324	CpG: 20	246	20	161	16.3	65.4	0.89
1033	chr1	58750601	58750923	CpG: 40	322	40	223	24.8	69.3	1.04
1033	chr1	58752543	58752816	CpG: 21	273	21	165	15.4	60.4	0.84
1033	chr1	58834741	58835011	CpG: 28	270	28	183	20.7	67.8	0.91
1035	chr1	59012369	59013276	CpG: 83	907	83	627	18.3	69.1	0.77
1036	chr1	59158989	59159639	CpG: 66	650	66	453	20.3	69.7	0.84
1037	chr1	59276078	59276652	CpG: 61	574	61	391	21.3	68.1	0.92
1039	chr1	59521110	59523096	CpG: 184	1986	184	1287	18.5	64.8	0.88
1040	chr1	59709494	59710059	CpG: 62	565	62	403	21.9	71.3	0.87
1040	chr1	59724015	59724374	CpG: 35	359	35	208	19.5	57.9	1.17
1041	chr1	59801944	59803372	CpG: 132	1428	132	841	18.5	58.9	1.07
1042	chr1	59951707	59953049	CpG: 131	1342	131	823	19.5	61.3	1.05
1043	chr1	60081805	60082658	CpG: 104	853	104	568	24.4	66.6	1.11
1043	chr1	60137315	60137936	CpG: 67	621	67	442	21.6	71.2	0.85
1044	chr1	60219373	60220144	CpG: 83	771	83	516	21.5	66.9	1
1045	chr1	60382414	60382816	CpG: 51	402	51	291	25.4	72.4	0.97
1046	chr1	60448437	60449242	CpG: 84	805	84	469	20.9	58.3	1.28
1047	chr1	60605341	60606419	CpG: 121	1078	121	735	22.4	68.2	0.99
1055	chr1	61677895	61678565	CpG: 78	670	78	487	23.3	72.7	0.88
1063	chr1	62741997	62742907	CpG: 86	910	86	589	18.9	64.7	0.9
1063	chr1	62745009	62746191	CpG: 88	1182	88	720	14.9	60.9	0.8
1066	chr1	63152737	63153423	CpG: 94	686	94	548	27.4	79.9	0.87
1067	chr1	63215706	63216586	CpG: 78	880	78	543	17.7	61.7	0.93
1067	chr1	63287448	63287774	CpG: 44	326	44	230	27	70.6	1.12
1068	chr1	63312492	63313072	CpG: 78	580	78	386	26.9	66.6	1.23
1068	chr1	63348316	63348870	CpG: 83	554	83	477	30	86.1	0.91
1068	chr1	63404443	63404648	CpG: 17	205	17	133	16.6	64.9	0.79
1069	chr1	63485073	63485688	CpG: 73	615	73	437	23.7	71.1	0.94
1074	chr1	64160765	64161553	CpG: 80	788	80	530	20.3	67.3	0.9
1077	chr1	64571526	64572573	CpG: 114	1047	114	652	21.8	62.3	1.12
1078	chr1	64656104	64656951	CpG: 83	847	83	564	19.6	66.6	0.88
1078	chr1	64729693	64730744	CpG: 102	1051	102	627	19.4	59.7	1.1
1079	chr1	64774006	64777138	CpG: 245	3132	245	2008	15.6	64.1	0.76
1080	chr1	64995657	64996029	CpG: 41	372	41	264	22	71	0.89
1081	chr1	65033564	65033786	CpG: 21	222	21	139	18.9	62.6	0.97
1082	chr1	65218063	65218532	CpG: 38	469	38	307	16.2	65.5	0.76
1082	chr1	65225538	65226212	CpG: 61	674	61	403	18.1	59.8	1.04
1090	chr1	66214275	66214804	CpG: 58	529	58	382	21.9	72.2	0.84
1092	chr1	66507181	66507782	CpG: 57	601	57	369	19	61.4	1.02
1094	chr1	66716560	66716798	CpG: 17	238	17	141	14.3	59.2	0.83
1094	chr1	66739911	66740510	CpG: 60	599	60	407	20	67.9	0.87
1095	chr1	66855595	66857026	CpG: 146	1431	146	934	20.4	65.3	0.98
1095	chr1	66901998	66902645	CpG: 78	647	78	484	24.1	74.8	0.87
1096	chr1	67077679	67078096	CpG: 42	417	42	276	20.1	66.2	0.92
1112	chr1	69146193	69147214	CpG: 91	1021	91	682	17.8	66.8	0.8
1114	chr1	69416154	69416377	CpG: 16	223	16	146	14.3	65.5	0.67
1114	chr1	69416962	69417204	CpG: 20	242	20	158	16.5	65.3	0.78
1116	chr1	69726666	69726989	CpG: 44	323	44	217	27.2	67.2	1.22
1118	chr1	69866022	69866361	CpG: 35	339	35	238	20.6	70.2	0.87
1127	chr1	71141563	71142379	CpG: 72	816	72	532	17.6	65.2	0.84
1131	chr1	71596107	71596526	CpG: 40	419	40	299	19.1	71.4	0.76
1131	chr1	71691926	71692517	CpG: 40	591	40	366	13.5	61.9	0.71
1136	chr1	72250908	72251581	CpG: 71	673	71	421	21.1	62.6	1.09
1136	chr1	72265093	72265377	CpG: 31	284	31	187	21.8	65.8	1.12
1136	chr1	72275562	72276083	CpG: 48	521	48	329	18.4	63.1	0.93
1136	chr1	72282981	72283356	CpG: 39	375	39	241	20.8	64.3	1.09
1136	chr1	72293904	72294145	CpG: 25	241	25	156	20.7	64.7	1.08
1138	chr1	72576120	72576376	CpG: 22	256	22	177	17.2	69.1	0.72
1139	chr1	72679952	72680539	CpG: 46	587	46	321	15.7	54.7	1.05
1140	chr1	72750020	72750877	CpG: 72	857	72	486	16.8	56.7	1.05
1140	chr1	72863666	72864096	CpG: 50	430	50	284	23.3	66	1.07
1140	chr1	72864521	72864812	CpG: 20	291	20	176	13.7	60.5	0.78
1141	chr1	72912857	72913125	CpG: 27	268	27	181	20.1	67.5	0.91
1149	chr1	73946430	73946662	CpG: 27	232	27	144	23.3	62.1	1.29
1150	chr1	74076111	74076407	CpG: 29	296	29	215	19.6	72.6	0.74
1150	chr1	74107651	74108134	CpG: 34	483	34	298	14.1	61.7	0.74
1150	chr1	74137372	74137945	CpG: 48	573	48	391	16.8	68.2	0.72
1150	chr1	74163403	74164082	CpG: 71	679	71	464	20.9	68.3	0.92
1151	chr1	74275437	74276352	CpG: 76	915	76	506	16.6	55.3	1.11
1152	chr1	74323622	74324294	CpG: 61	672	61	434	18.2	64.6	0.87
1152	chr1	74343025	74343514	CpG: 48	489	48	318	19.6	65	0.94
1152	chr1	74371608	74371983	CpG: 38	375	38	264	20.3	70.4	0.82
1152	chr1	74430522	74431589	CpG: 91	1067	91	646	17.1	60.5	0.93
1152	chr1	74436466	74436697	CpG: 23	231	23	167	19.9	72.3	0.77
1153	chr1	74544620	74545978	CpG: 109	1358	109	820	16.1	60.4	0.88
1154	chr1	74626792	74627631	CpG: 62	839	62	535	14.8	63.8	0.73
1154	chr1	74640253	74640618	CpG: 27	365	27	219	14.8	60	0.84
1154	chr1	74700831	74701323	CpG: 48	492	48	300	19.5	61	1.05
1155	chr1	74752777	74752990	CpG: 20	213	20	150	18.8	70.4	0.76
1155	chr1	74787891	74788204	CpG: 22	313	22	184	14.1	58.8	0.81
1155	chr1	74821828	74822183	CpG: 24	355	24	216	13.5	60.8	0.78
1155	chr1	74823206	74823775	CpG: 66	569	66	394	23.2	69.2	0.98
1155	chr1	74830892	74831401	CpG: 44	509	44	376	17.3	73.9	0.65
1155	chr1	74839696	74839903	CpG: 22	207	22	134	21.3	64.7	1.02
1156	chr1	74842363	74842768	CpG: 43	405	43	279	21.2	68.9	0.9
1156	chr1	74856103	74856346	CpG: 25	243	25	167	20.6	68.7	0.89
1156	chr1	74894018	74895628	CpG: 168	1610	168	1100	20.9	68.3	0.9
1156	chr1	74897627	74897843	CpG: 16	216	16	134	14.8	62	0.85
1156	chr1	74921106	74921771	CpG: 57	665	57	365	17.1	54.9	1.14
1156	chr1	74923460	74924772	CpG: 91	1312	91	817	13.9	62.3	0.71
1156	chr1	74931884	74932295	CpG: 33	411	33	262	16.1	63.7	0.79
1156	chr1	74939714	74940143	CpG: 48	429	48	303	22.4	70.6	0.9
1157	chr1	74987325	74987595	CpG: 22	270	22	179	16.3	66.3	0.77
1157	chr1	74989790	74991252	CpG: 143	1462	143	975	19.6	66.7	0.88
1157	chr1	75101383	75101793	CpG: 38	410	38	256	18.5	62.4	0.98
1158	chr1	75118076	75119778	CpG: 124	1702	124	948	14.6	55.7	0.94
1158	chr1	75145202	75145569	CpG: 39	367	39	259	21.3	70.6	0.87
1158	chr1	75187448	75187709	CpG: 27	261	27	178	20.7	68.2	0.9
1158	chr1	75195856	75196626	CpG: 66	770	66	488	17.1	63.4	0.85
1158	chr1	75213063	75213604	CpG: 47	541	47	362	17.4	66.9	0.78
1158	chr1	75228397	75228608	CpG: 17	211	17	136	16.1	64.5	0.78
1159	chr1	75240566	75240977	CpG: 29	411	29	242	14.1	58.9	0.84
1159	chr1	75293749	75294713	CpG: 98	964	98	663	20.3	68.8	0.93
1159	chr1	75336999	75337614	CpG: 71	615	71	422	23.1	68.6	0.98
1159	chr1	75346216	75346432	CpG: 17	216	17	119	15.7	55.1	1.05
1159	chr1	75351869	75352430	CpG: 47	561	47	394	16.8	70.2	0.68
1159	chr1	75358568	75359031	CpG: 49	463	49	361	21.2	78	0.7
1159	chr1	75364629	75365748	CpG: 107	1119	107	775	19.1	69.3	0.8
1160	chr1	75398632	75400084	CpG: 120	1452	120	998	16.5	68.7	0.7
1160	chr1	75427020	75427324	CpG: 22	304	22	181	14.5	59.5	0.87
1160	chr1	75435117	75435416	CpG: 30	299	30	214	20.1	71.6	0.8
1160	chr1	75451687	75451896	CpG: 16	209	16	135	15.3	64.6	0.74
1160	chr1	75452562	75452794	CpG: 20	232	20	147	17.2	63.4	0.86
1160	chr1	75455313	75456430	CpG: 116	1117	116	806	20.8	72.2	0.8
1160	chr1	75463354	75463592	CpG: 19	238	19	150	16	63	0.8
1160	chr1	75464280	75464722	CpG: 50	442	50	299	22.6	67.6	0.99
1160	chr1	75480366	75480605	CpG: 21	239	21	147	17.6	61.5	0.94
1160	chr1	75481845	75483028	CpG: 129	1183	129	806	21.8	68.1	0.94
1161	chr1	75498075	75498629	CpG: 43	554	43	326	15.5	58.8	0.9
1161	chr1	75522908	75523400	CpG: 54	492	54	369	22	75	0.79
1176	chr1	77490986	77492090	CpG: 77	1104	77	672	13.9	60.9	0.76
1181	chr1	78166202	78166466	CpG: 34	264	34	200	25.8	75.8	0.92
1181	chr1	78173268	78173924	CpG: 49	656	49	414	14.9	63.1	0.75
1181	chr1	78180473	78180826	CpG: 25	353	25	200	14.2	56.7	0.96
1181	chr1	78192594	78192879	CpG: 23	285	23	164	16.1	57.5	0.98
1181	chr1	78193181	78194434	CpG: 136	1253	136	837	21.7	66.8	0.98
1182	chr1	78286700	78287375	CpG: 68	675	68	467	20.1	69.2	0.85
1183	chr1	78465120	78465553	CpG: 43	433	43	284	19.9	65.6	0.92
1183	chr1	78488464	78488707	CpG: 20	243	20	158	16.5	65	0.8
1184	chr1	78635339	78636266	CpG: 107	927	107	639	23.1	68.9	0.98
1192	chr1	79649291	79649654	CpG: 33	363	33	244	18.2	67.2	0.81
1193	chr1	79738968	79739550	CpG: 61	582	61	399	21	68.6	0.89
1193	chr1	79753700	79754103	CpG: 37	403	37	266	18.4	66	0.84
1194	chr1	79835910	79836723	CpG: 101	813	101	599	24.8	73.7	0.92
1197	chr1	80317574	80318036	CpG: 65	462	65	347	28.1	75.1	1
1197	chr1	80318268	80318808	CpG: 42	540	42	311	15.6	57.6	1.11
1200	chr1	80735788	80736502	CpG: 78	714	78	502	21.8	70.3	0.89
1212	chr1	82260904	82261279	CpG: 30	375	30	254	16	67.7	0.7
1212	chr1	82267916	82269543	CpG: 131	1627	131	996	16.1	61.2	0.86
1212	chr1	82294166	82294637	CpG: 56	471	56	319	23.8	67.7	1.06
1215	chr1	82702513	82702902	CpG: 43	389	43	269	22.1	69.2	0.94
1216	chr1	82817049	82818041	CpG: 114	992	114	720	23	72.6	0.88
1227	chr1	84262037	84262461	CpG: 48	424	48	316	22.6	74.5	0.82
1231	chr1	84673219	84674032	CpG: 73	813	73	530	18	65.2	0.86
1232	chr1	84816175	84818021	CpG: 133	1846	133	1085	14.4	58.8	0.9
1232	chr1	84912293	84912775	CpG: 47	482	47	329	19.5	68.3	0.84
154	chr1	85721048	85722212	CpG: 99	1164	99	592	17	50.9	1.32
1239	chr1	85822269	85822627	CpG: 33	358	33	241	18.4	67.3	0.83
1240	chr1	85946011	85946558	CpG: 53	547	53	364	19.4	66.5	0.88
1240	chr1	85973578	85974305	CpG: 105	727	105	556	28.9	76.5	1.01
1241	chr1	85992180	85992890	CpG: 56	710	56	462	15.8	65.1	0.75
